tweeter_screen_name,AGAINST,FOR,NOT_AGAINST,tweeter_label
claudyalas,1.0,0.0,0.0,AGAINST
Caronbabes,1.0,0.0,0.0,AGAINST
josh__hartley,1.0,0.0,0.0,AGAINST
ElskeKevie25,1.0,0.0,0.0,AGAINST
JawaherAKH,1.0,0.0,0.0,AGAINST
fitz_dragon,1.0,0.0,0.0,AGAINST
KappusAnnemarie,0.0,0.0,1.0,NOT_AGAINST
Darren_Tink_,1.0,0.0,0.0,AGAINST
dobieshuman,1.0,0.0,0.0,AGAINST
ChayQuinn,1.0,0.0,0.0,AGAINST
WamsuttaLives,0.0,0.0,1.0,NOT_AGAINST
PamarTalisman,1.0,0.0,0.0,AGAINST
martinbray3,0.0,0.0,1.0,NOT_AGAINST
JacktarTrader,0.0,0.0,1.0,NOT_AGAINST
Typ0negative,0.0,0.0,1.0,NOT_AGAINST
garysmith2301,1.0,0.0,0.0,AGAINST
cherrymischivus,,,,NONE
hashimadas,1.0,0.0,0.0,AGAINST
PA,1.0,0.0,0.0,AGAINST
MarkGaleotti,0.0,0.0,1.0,NOT_AGAINST
Banbasdaughter,0.0,0.0,1.0,NOT_AGAINST
SteveGhostwords,1.0,0.0,0.0,AGAINST
MirzaAh97673240,0.0,0.0,1.0,NOT_AGAINST
JessicaMGiusti,0.0,0.0,1.0,NOT_AGAINST
Brostinsonn,0.0,0.0,1.0,NOT_AGAINST
Kameron7King,0.0,0.0,1.0,NOT_AGAINST
bret_hitch,1.0,0.0,0.0,AGAINST
shaistasalam1,0.0,0.0,1.0,NOT_AGAINST
PhantomFalcon2,0.0,0.0,1.0,NOT_AGAINST
JasMcMax,0.0,0.0,1.0,NOT_AGAINST
CapybaraC_,1.0,0.0,0.0,AGAINST
GreeGreece,0.0,0.0,1.0,NOT_AGAINST
TaiFung_Seattle,1.0,0.0,0.0,AGAINST
robyngwatts,1.0,0.0,0.0,AGAINST
RealJoelGomes,0.0,0.0,1.0,NOT_AGAINST
ChickenButtGS,1.0,0.0,0.0,AGAINST
dree_kelly,0.0,0.0,1.0,NOT_AGAINST
sassiscjo,1.0,0.0,0.0,AGAINST
ninanordship,0.0,0.0,1.0,NOT_AGAINST
KurokonekoKamen,,,,NONE
poppy_1946,0.0,0.0,1.0,NOT_AGAINST
punished_gemini,0.0,0.0,1.0,NOT_AGAINST
ramykinz,0.0,0.0,1.0,NOT_AGAINST
PblakeyW,0.0,0.0,1.0,NOT_AGAINST
seacroft55,1.0,0.0,1.0,NOT_AGAINST
agski48,0.0,0.0,1.0,NOT_AGAINST
Blu_Kodiak,0.0,0.0,1.0,NOT_AGAINST
vashondogboy,0.0,0.0,1.0,NOT_AGAINST
blokchainbill,1.0,0.0,0.0,AGAINST
ImaWakin,0.0,0.0,1.0,NOT_AGAINST
AnnBatiza,0.0,0.0,1.0,NOT_AGAINST
Lewes_cfc,0.0,0.0,1.0,NOT_AGAINST
jennyportman1,0.0,0.0,1.0,NOT_AGAINST
try_thinking0,0.0,0.0,1.0,NOT_AGAINST
Alex_on_A14,,,,NONE
liseng18,0.0,0.0,1.0,NOT_AGAINST
MinervaElenaGl2,1.0,0.0,0.0,AGAINST
christinem360,0.0,0.0,1.0,NOT_AGAINST
AgeOfAquariuso0,0.0,0.0,1.0,NOT_AGAINST
niknik19163049,0.0,0.0,1.0,NOT_AGAINST
marilynrbush,0.0,0.0,1.0,NOT_AGAINST
KKrowe9,0.0,0.0,1.0,NOT_AGAINST
_GreatUnwashed,0.0,0.0,1.0,NOT_AGAINST
Calamity2017,0.0,0.0,1.0,NOT_AGAINST
splendidthough,0.0,0.0,1.0,NOT_AGAINST
LadyofWildernes,0.0,0.0,1.0,NOT_AGAINST
KarenFindlayMPS,1.0,0.0,0.0,AGAINST
RR323,0.0,0.0,1.0,NOT_AGAINST
MeHonkerz,0.0,0.0,1.0,NOT_AGAINST
jack_black_jack,0.0,0.0,1.0,NOT_AGAINST
poetcharles,0.0,0.0,1.0,NOT_AGAINST
SpinsterSimone,0.0,0.0,1.0,NOT_AGAINST
reogurl,0.0,0.0,1.0,NOT_AGAINST
TXTREV,0.0,0.0,2.0,NOT_AGAINST
Horus18990200,0.0,0.0,1.0,NOT_AGAINST
dance_daffodil,0.0,0.0,1.0,NOT_AGAINST
pampisford,0.0,0.0,1.0,NOT_AGAINST
ToddSmekens,0.0,0.0,1.0,NOT_AGAINST
DavidCarltonBUK,1.0,0.0,0.0,AGAINST
helenaturner21,1.0,0.0,0.0,AGAINST
IGOTABITCH,0.0,0.0,1.0,NOT_AGAINST
backboneprog,0.0,0.0,1.0,NOT_AGAINST
VerdiGg,0.0,0.0,1.0,NOT_AGAINST
SarcasmStardust,0.0,0.0,1.0,NOT_AGAINST
London_APC,0.0,0.0,1.0,NOT_AGAINST
jurylady5,0.0,0.0,1.0,NOT_AGAINST
zelcher20,0.0,0.0,1.0,NOT_AGAINST
DebbieViggiano,2.0,0.0,0.0,AGAINST
YScherdin,0.0,0.0,1.0,NOT_AGAINST
BoenaSvoabo,0.0,0.0,1.0,NOT_AGAINST
ChrisSVige,0.0,0.0,1.0,NOT_AGAINST
johnnylions,0.0,0.0,1.0,NOT_AGAINST
mandybaggot,1.0,0.0,0.0,AGAINST
CarryCandy,0.0,0.0,1.0,NOT_AGAINST
cosasdemanana,0.0,0.0,1.0,NOT_AGAINST
antipentrap,0.0,0.0,1.0,NOT_AGAINST
CraigJo37661463,0.0,0.0,1.0,NOT_AGAINST
GongSteve,0.0,0.0,1.0,NOT_AGAINST
tornadoblade5,0.0,0.0,1.0,NOT_AGAINST
jason_sproul,1.0,0.0,0.0,AGAINST
DylanAroloye,0.0,0.0,1.0,NOT_AGAINST
CarolMa81009918,0.0,0.0,1.0,NOT_AGAINST
tweetingstuff92,0.0,0.0,1.0,NOT_AGAINST
asimwaheed1968,0.0,0.0,1.0,NOT_AGAINST
MarkR32976299,1.0,0.0,0.0,AGAINST
bee13023948,0.0,0.0,1.0,NOT_AGAINST
PennyDolan1,0.0,0.0,1.0,NOT_AGAINST
DavidLucero,,,,NONE
masonmalonecom,,,,NONE
FreeAssangeNOW3,0.0,0.0,1.0,NOT_AGAINST
LidstoneAlison,0.0,0.0,1.0,NOT_AGAINST
kellyflorentia,,,,NONE
DipsPatel78,0.0,0.0,1.0,NOT_AGAINST
ReEliseo,0.0,0.0,1.0,NOT_AGAINST
andrewsnape4,1.0,0.0,1.0,NOT_AGAINST
AMRITLALSood1,1.0,0.0,0.0,AGAINST
Dannygohome,0.0,0.0,1.0,NOT_AGAINST
joannekarma,1.0,0.0,0.0,AGAINST
RanaKabbani54,1.0,0.0,0.0,AGAINST
kavanavs,0.0,0.0,1.0,NOT_AGAINST
snoochems,0.0,0.0,1.0,NOT_AGAINST
The__SadieRyan,2.0,0.0,0.0,AGAINST
BastidaJaquina,0.0,0.0,1.0,NOT_AGAINST
BarneyAllen,1.0,0.0,0.0,AGAINST
EildonLass,0.0,0.0,1.0,NOT_AGAINST
lagadranta,0.0,0.0,1.0,NOT_AGAINST
BobbyMi08735609,1.0,0.0,0.0,AGAINST
livia64livia,1.0,0.0,0.0,AGAINST
peterjmurray,0.0,0.0,1.0,NOT_AGAINST
Sob26470670,0.0,0.0,1.0,NOT_AGAINST
ChrisE5212,0.0,0.0,1.0,NOT_AGAINST
TAWilliamsBooks,2.0,0.0,0.0,AGAINST
KarlROG04964216,0.0,0.0,1.0,NOT_AGAINST
Lochlomonden,0.0,0.0,1.0,NOT_AGAINST
shipa123,0.0,0.0,1.0,NOT_AGAINST
WendyClarke99,2.0,0.0,0.0,AGAINST
JuliBrunso,0.0,0.0,1.0,NOT_AGAINST
missTfied66,0.0,0.0,1.0,NOT_AGAINST
EffinSeaGull,0.0,0.0,1.0,NOT_AGAINST
aminamangera1,0.0,0.0,1.0,NOT_AGAINST
Always2Offended,1.0,0.0,0.0,AGAINST
iris_mansi,0.0,0.0,1.0,NOT_AGAINST
zamoose,0.0,0.0,1.0,NOT_AGAINST
angel_s_lizziee,,,,NONE
sueglenton,0.0,0.0,1.0,NOT_AGAINST
mojos55,0.0,0.0,1.0,NOT_AGAINST
LaFleurDelSur,0.0,0.0,1.0,NOT_AGAINST
oscredwin,0.0,0.0,1.0,NOT_AGAINST
loriscaldana,0.0,0.0,1.0,NOT_AGAINST
amandajames61,1.0,0.0,0.0,AGAINST
JaneCable,0.0,0.0,1.0,NOT_AGAINST
LindaHuber19,2.0,0.0,0.0,AGAINST
cassandrasbox,0.0,0.0,1.0,NOT_AGAINST
Aus4Assange,0.0,0.0,1.0,NOT_AGAINST
weareallassange,0.0,0.0,1.0,NOT_AGAINST
GerryAAA,0.0,0.0,1.0,NOT_AGAINST
Swiftpfote,1.0,0.0,0.0,AGAINST
tanglewood1234,1.0,0.0,1.0,NOT_AGAINST
LindaNord9,0.0,0.0,1.0,NOT_AGAINST
Oly_2_G,0.0,0.0,1.0,NOT_AGAINST
Lyndarenham,3.0,0.0,0.0,AGAINST
MinisterMayhem8,0.0,0.0,2.0,NOT_AGAINST
JamesMa96163439,0.0,0.0,1.0,NOT_AGAINST
fxnkls,1.0,0.0,0.0,AGAINST
pewpewpark,0.0,0.0,1.0,NOT_AGAINST
they_new,0.0,0.0,1.0,NOT_AGAINST
propornot,1.0,0.0,0.0,AGAINST
tricolore_tc,0.0,0.0,1.0,NOT_AGAINST
andrewlone28,0.0,0.0,1.0,NOT_AGAINST
Rayan_5SOS,0.0,0.0,1.0,NOT_AGAINST
MPGCityFC,1.0,0.0,0.0,AGAINST
cybersec_feeds,0.0,0.0,1.0,NOT_AGAINST
alancheshire4,0.0,0.0,1.0,NOT_AGAINST
staygreentechpk,0.0,0.0,1.0,NOT_AGAINST
Chiller666,0.0,0.0,1.0,NOT_AGAINST
AgtOceans,0.0,0.0,1.0,NOT_AGAINST
WBBMNewsradio,0.0,0.0,1.0,NOT_AGAINST
mscybersec,0.0,0.0,1.0,NOT_AGAINST
nsno,1.0,0.0,0.0,AGAINST
CompassAcademic,0.0,0.0,1.0,NOT_AGAINST
PolygonBooks,0.0,0.0,1.0,NOT_AGAINST
Morgannaredhead,0.0,0.0,1.0,NOT_AGAINST
ApolloJ19695818,0.0,0.0,1.0,NOT_AGAINST
mockturtle06,0.0,0.0,1.0,NOT_AGAINST
JayRoge87644704,0.0,0.0,1.0,NOT_AGAINST
essexgeez,0.0,0.0,1.0,NOT_AGAINST
chriswcabby,0.0,0.0,1.0,NOT_AGAINST
Mnct18221165,1.0,0.0,0.0,AGAINST
Rich_gunter,1.0,0.0,0.0,AGAINST
taskrm,1.0,0.0,0.0,AGAINST
MetTaskforce,1.0,0.0,0.0,AGAINST
sonofeuropeans,1.0,0.0,0.0,AGAINST
D_Blanchflower,0.0,0.0,1.0,NOT_AGAINST
Nigelmoore241,1.0,0.0,0.0,AGAINST
MaryOkeeffe19,1.0,0.0,0.0,AGAINST
MarkLodge1738,1.0,0.0,0.0,AGAINST
hardhouse6,0.0,0.0,1.0,NOT_AGAINST
joeflanagan1,1.0,0.0,0.0,AGAINST
Rayahmed88,1.0,0.0,0.0,AGAINST
mandroid2525,1.0,0.0,0.0,AGAINST
richard_dubourg,0.0,0.0,1.0,NOT_AGAINST
Karl_Inski,0.0,0.0,1.0,NOT_AGAINST
nick_french,1.0,0.0,0.0,AGAINST
RoyDupper,0.0,0.0,1.0,NOT_AGAINST
IanHart14,0.0,0.0,2.0,NOT_AGAINST
Octobersun9,0.0,0.0,1.0,NOT_AGAINST
colinahead,0.0,0.0,1.0,NOT_AGAINST
Anna7Brzozowska,,,,NONE
ZoeBoyl05899323,0.0,0.0,1.0,NOT_AGAINST
GarryRi90825395,0.0,0.0,1.0,NOT_AGAINST
TheShinySwablu,0.0,0.0,1.0,NOT_AGAINST
lucic_alex,1.0,0.0,0.0,AGAINST
Olindo35055898,0.0,0.0,1.0,NOT_AGAINST
connected_we,0.0,0.0,1.0,NOT_AGAINST
DionneK45092844,1.0,0.0,1.0,NOT_AGAINST
devilpower4u,1.0,0.0,0.0,AGAINST
JulianPFoulkes,0.0,0.0,1.0,NOT_AGAINST
Tim_S_Williams,0.0,0.0,1.0,NOT_AGAINST
PterGryffindor,0.0,0.0,1.0,NOT_AGAINST
MaryC29986572,0.0,0.0,1.0,NOT_AGAINST
ParkerP66012506,1.0,0.0,0.0,AGAINST
BluebirdRave,1.0,0.0,0.0,AGAINST
hamzajeetooa,1.0,0.0,0.0,AGAINST
BroglieRebecca,0.0,0.0,1.0,NOT_AGAINST
marc_laz,0.0,0.0,1.0,NOT_AGAINST
monksuk03,0.0,0.0,1.0,NOT_AGAINST
LondonStone,0.0,0.0,1.0,NOT_AGAINST
sceptic47332553,1.0,0.0,0.0,AGAINST
marchesaangeli,0.0,0.0,1.0,NOT_AGAINST
tantenoIaukiem,0.0,0.0,1.0,NOT_AGAINST
ImolaOggi,0.0,0.0,1.0,NOT_AGAINST
peguykato,0.0,0.0,1.0,NOT_AGAINST
s_teward,1.0,0.0,0.0,AGAINST
WessexFox,1.0,0.0,2.0,NOT_AGAINST
gblondon1,0.0,0.0,1.0,NOT_AGAINST
booshkla,1.0,0.0,0.0,AGAINST
FreedomEnslaves,0.0,0.0,1.0,NOT_AGAINST
steveffoulkes,0.0,0.0,1.0,NOT_AGAINST
on_epsom_downs,0.0,0.0,1.0,NOT_AGAINST
Christughn,0.0,0.0,1.0,NOT_AGAINST
Bob51951024,1.0,0.0,0.0,AGAINST
grumpyoldman176,1.0,0.0,0.0,AGAINST
AkaJayhova,1.0,0.0,0.0,AGAINST
furrybootsru,1.0,0.0,0.0,AGAINST
Michigrimk,0.0,0.0,1.0,NOT_AGAINST
PeterDilworth1,2.0,0.0,0.0,AGAINST
GreyEva1,1.0,0.0,0.0,AGAINST
dorsalrootgang,1.0,0.0,0.0,AGAINST
Hayetathome,0.0,0.0,1.0,NOT_AGAINST
vitorpavia,1.0,0.0,0.0,AGAINST
InstructorADI,0.0,0.0,1.0,NOT_AGAINST
SyndicateSnivy,0.0,0.0,1.0,NOT_AGAINST
ikeacat23,0.0,0.0,1.0,NOT_AGAINST
BravoSFPols,0.0,0.0,1.0,NOT_AGAINST
LIFEISBOGUS,0.0,0.0,1.0,NOT_AGAINST
JohnBSylvester,0.0,0.0,1.0,NOT_AGAINST
bendreyfuss,0.0,0.0,1.0,NOT_AGAINST
AShadowLink,0.0,0.0,1.0,NOT_AGAINST
TacticalFirebug,1.0,0.0,0.0,AGAINST
SheriffTabba,1.0,0.0,0.0,AGAINST
TGrinch2018,0.0,0.0,1.0,NOT_AGAINST
DrW0mbat,1.0,0.0,0.0,AGAINST
StuartSyvret,0.0,0.0,1.0,NOT_AGAINST
noneaaa223,0.0,0.0,1.0,NOT_AGAINST
SciStarborne,0.0,0.0,1.0,NOT_AGAINST
anita7318,1.0,0.0,0.0,AGAINST
GypsySilver,0.0,0.0,1.0,NOT_AGAINST
sbobkov,0.0,0.0,1.0,NOT_AGAINST
seth_hettena,0.0,0.0,1.0,NOT_AGAINST
paul_taylor44,1.0,0.0,0.0,AGAINST
Malcolm88921815,1.0,0.0,0.0,AGAINST
LyndaE222,0.0,0.0,1.0,NOT_AGAINST
LordSamG,0.0,0.0,1.0,NOT_AGAINST
vjwilling,0.0,0.0,2.0,NOT_AGAINST
VodkaSrups,1.0,0.0,0.0,AGAINST
gazfinch83,0.0,0.0,1.0,NOT_AGAINST
happyfinko,0.0,0.0,1.0,NOT_AGAINST
deadmantweetin2,0.0,0.0,1.0,NOT_AGAINST
charlie__farley,1.0,0.0,0.0,AGAINST
crystalchappell,,,,NONE
timmyjules,1.0,0.0,0.0,AGAINST
ReelWomensNetw1,,,,NONE
fumefox,0.0,0.0,1.0,NOT_AGAINST
dario006,1.0,0.0,0.0,AGAINST
Djyeo,1.0,0.0,0.0,AGAINST
DareToCriticise,1.0,0.0,0.0,AGAINST
abdul_ahki,1.0,0.0,0.0,AGAINST
MistahIslah,1.0,0.0,0.0,AGAINST
MannyNoFi,1.0,0.0,0.0,AGAINST
Evict_Twit_ter,1.0,0.0,0.0,AGAINST
gavinth40879106,0.0,0.0,1.0,NOT_AGAINST
KingShark57,0.0,0.0,1.0,NOT_AGAINST
omminc,1.0,0.0,0.0,AGAINST
upzonethememes,1.0,0.0,0.0,AGAINST
CherylOSulliv12,0.0,0.0,1.0,NOT_AGAINST
OfDalston,1.0,0.0,1.0,NOT_AGAINST
DatGuyCasper_,1.0,0.0,0.0,AGAINST
mar45,0.0,0.0,1.0,NOT_AGAINST
parvapaul,0.0,0.0,1.0,NOT_AGAINST
khoodeelaar,0.0,0.0,4.0,NOT_AGAINST
daily_cubs,0.0,0.0,1.0,NOT_AGAINST
NothingSeriou20,1.0,0.0,1.0,NOT_AGAINST
springhill45,0.0,0.0,1.0,NOT_AGAINST
FeeFeeCee,0.0,0.0,1.0,NOT_AGAINST
gullssinceaboy,1.0,0.0,0.0,AGAINST
Engleberthumpl1,0.0,0.0,1.0,NOT_AGAINST
bradnthings,0.0,0.0,1.0,NOT_AGAINST
DavidWibbleone,1.0,0.0,0.0,AGAINST
jonelalexiz,0.0,0.0,1.0,NOT_AGAINST
Shotgun_Paul,0.0,0.0,1.0,NOT_AGAINST
deanellis76,0.0,0.0,1.0,NOT_AGAINST
makadaw,0.0,0.0,1.0,NOT_AGAINST
CuchulainnCu,1.0,0.0,0.0,AGAINST
PatriciaVPorter,0.0,0.0,1.0,NOT_AGAINST
ryan_parkes1,0.0,0.0,1.0,NOT_AGAINST
stew_arts,1.0,0.0,1.0,NOT_AGAINST
StephenKFrost1,0.0,0.0,1.0,NOT_AGAINST
SimonLlewelly12,0.0,0.0,1.0,NOT_AGAINST
DeborahWorboys1,1.0,0.0,0.0,AGAINST
Elijahturner17,0.0,0.0,1.0,NOT_AGAINST
Mark89969560,1.0,0.0,0.0,AGAINST
glamma_dj,1.0,0.0,0.0,AGAINST
EricaFails,0.0,0.0,1.0,NOT_AGAINST
KoijiChan,0.0,0.0,1.0,NOT_AGAINST
HowardCCox,0.0,0.0,1.0,NOT_AGAINST
AndrewStyles5,0.0,0.0,1.0,NOT_AGAINST
gaffman54,0.0,0.0,1.0,NOT_AGAINST
ChristleTerence,0.0,0.0,1.0,NOT_AGAINST
boegranola,0.0,0.0,1.0,NOT_AGAINST
_Widdershins_,0.0,0.0,1.0,NOT_AGAINST
Lamboozler,0.0,0.0,1.0,NOT_AGAINST
LBPoliceFoundat,0.0,0.0,1.0,NOT_AGAINST
Pct4Constable,0.0,0.0,1.0,NOT_AGAINST
Wookie2Mr,0.0,0.0,1.0,NOT_AGAINST
_BLZ__,0.0,0.0,1.0,NOT_AGAINST
xzero1299PR,0.0,0.0,1.0,NOT_AGAINST
kathie_mcnamara,1.0,0.0,0.0,AGAINST
AdelAbed_,0.0,0.0,1.0,NOT_AGAINST
shenzaaa_,0.0,0.0,1.0,NOT_AGAINST
AmbitionVision_,0.0,0.0,1.0,NOT_AGAINST
TerryAstle,0.0,0.0,1.0,NOT_AGAINST
MarkLawson500,0.0,0.0,1.0,NOT_AGAINST
RoyalWeddingDog,0.0,0.0,1.0,NOT_AGAINST
SaraPuttAssoc,0.0,0.0,1.0,NOT_AGAINST
Twitrinoo,1.0,0.0,0.0,AGAINST
BlamesJinds,0.0,0.0,1.0,NOT_AGAINST
DenMan48,0.0,0.0,1.0,NOT_AGAINST
missedmycue,0.0,0.0,1.0,NOT_AGAINST
LJRyder16,0.0,0.0,1.0,NOT_AGAINST
gibbokok,0.0,0.0,1.0,NOT_AGAINST
magicalcurtain,1.0,0.0,0.0,AGAINST
lizrowntree,0.0,0.0,1.0,NOT_AGAINST
Venice65S,1.0,0.0,0.0,AGAINST
kuroslav3,1.0,0.0,0.0,AGAINST
Sitompul_Clan,0.0,0.0,1.0,NOT_AGAINST
ReeceDanns,1.0,0.0,0.0,AGAINST
sarnivazquez,,,,NONE
Kimonevoicewas3,1.0,0.0,0.0,AGAINST
Davsmy1,1.0,0.0,0.0,AGAINST
Jan__G,1.0,0.0,0.0,AGAINST
loveworm,0.0,0.0,1.0,NOT_AGAINST
tonyalwaysright,1.0,0.0,0.0,AGAINST
Arfatweet,0.0,0.0,2.0,NOT_AGAINST
Dicky61ARW,1.0,0.0,0.0,AGAINST
RobinSturges7,2.0,0.0,0.0,AGAINST
stellapolaris10,1.0,0.0,0.0,AGAINST
PcBarryCalder,1.0,0.0,0.0,AGAINST
TitlePro_Ltd,1.0,0.0,0.0,AGAINST
StarbuckToby,1.0,0.0,0.0,AGAINST
GillianWarrior,0.0,0.0,1.0,NOT_AGAINST
PowerpuffGeezer,0.0,0.0,1.0,NOT_AGAINST
jal_adwani,0.0,0.0,1.0,NOT_AGAINST
P1ggle6,1.0,0.0,0.0,AGAINST
stevebrookstein,1.0,0.0,0.0,AGAINST
TheRealNickJury,0.0,0.0,1.0,NOT_AGAINST
augustay_,1.0,0.0,1.0,NOT_AGAINST
Sammycasey12,1.0,0.0,0.0,AGAINST
BlackRebelKid,1.0,0.0,0.0,AGAINST
openingoureyes6,0.0,0.0,1.0,NOT_AGAINST
hall_gregson,1.0,0.0,0.0,AGAINST
TogetherMW,1.0,0.0,0.0,AGAINST
sksanglia,1.0,0.0,0.0,AGAINST
barry_darkins,0.0,0.0,1.0,NOT_AGAINST
woo_thompson,0.0,0.0,1.0,NOT_AGAINST
jbassendine,0.0,0.0,1.0,NOT_AGAINST
KiaAbdullah,,,,NONE
David8Phillips,0.0,0.0,1.0,NOT_AGAINST
dan_stent,1.0,0.0,0.0,AGAINST
Jopo_dr,0.0,0.0,1.0,NOT_AGAINST
Mr_Monkey_UK,0.0,0.0,1.0,NOT_AGAINST
TheEdgeOfMyHand,2.0,0.0,0.0,AGAINST
ChanIncognito,0.0,0.0,1.0,NOT_AGAINST
chris_maker_uk,1.0,0.0,0.0,AGAINST
a_jebelean,,,,NONE
iammartelo,0.0,0.0,1.0,NOT_AGAINST
CalSocialHermit,1.0,0.0,0.0,AGAINST
marshall_proEU,0.0,0.0,1.0,NOT_AGAINST
pvlrogey,1.0,0.0,0.0,AGAINST
Stan_the_man_67,1.0,0.0,0.0,AGAINST
meihime__,,,,NONE
hollieolivia92,0.0,0.0,1.0,NOT_AGAINST
CaptainKramer,1.0,0.0,2.0,NOT_AGAINST
saurabh_penkar,0.0,0.0,1.0,NOT_AGAINST
Banthafodder200,0.0,0.0,1.0,NOT_AGAINST
IinaMaki,1.0,0.0,0.0,AGAINST
LTory24,0.0,0.0,1.0,NOT_AGAINST
IslingtonBC,0.0,0.0,1.0,NOT_AGAINST
larkieranger,0.0,0.0,1.0,NOT_AGAINST
errjustsaying,0.0,0.0,1.0,NOT_AGAINST
stirgryguy2,,,,NONE
AlecWood,1.0,0.0,0.0,AGAINST
tommo515,0.0,0.0,1.0,NOT_AGAINST
Tingley271,0.0,0.0,1.0,NOT_AGAINST
matt_young,0.0,0.0,1.0,NOT_AGAINST
Bazzaaa_ji,0.0,0.0,1.0,NOT_AGAINST
KingKosser,0.0,0.0,1.0,NOT_AGAINST
ArihaGaunt,,,,NONE
Patilabhishek49,0.0,0.0,1.0,NOT_AGAINST
aha360,1.0,0.0,0.0,AGAINST
boris_fuck,0.0,0.0,1.0,NOT_AGAINST
StarmanF1nn,0.0,0.0,1.0,NOT_AGAINST
David76866940,0.0,0.0,1.0,NOT_AGAINST
_Wilmoth_,1.0,0.0,0.0,AGAINST
albertfeynman,,,,NONE
cwtchs,1.0,0.0,0.0,AGAINST
LynnetteJones10,0.0,0.0,1.0,NOT_AGAINST
PeterWalker59,1.0,0.0,0.0,AGAINST
NargleInAFez,,,,NONE
RGalbraith,0.0,0.0,1.0,NOT_AGAINST
shaunandelly,1.0,0.0,0.0,AGAINST
windupbird2017,0.0,0.0,1.0,NOT_AGAINST
LydiaCurrywrite,0.0,0.0,1.0,NOT_AGAINST
Merelosandoval,1.0,0.0,0.0,AGAINST
HalseyJane,0.0,0.0,3.0,NOT_AGAINST
ICartmail,0.0,0.0,1.0,NOT_AGAINST
PilesSir,0.0,0.0,1.0,NOT_AGAINST
markaherridge,0.0,0.0,1.0,NOT_AGAINST
Commander__Li,0.0,0.0,1.0,NOT_AGAINST
FredGauge,0.0,0.0,1.0,NOT_AGAINST
ledredman,0.0,0.0,2.0,NOT_AGAINST
ifsbutsnmaybes,0.0,0.0,1.0,NOT_AGAINST
cosmic_jones,0.0,0.0,1.0,NOT_AGAINST
DAVIDVGOLIATH,1.0,0.0,1.0,NOT_AGAINST
AudreyMilian,0.0,0.0,1.0,NOT_AGAINST
NaturalOrder72,1.0,0.0,0.0,AGAINST
EmmettSWalker,0.0,0.0,1.0,NOT_AGAINST
JeremiahGooner,0.0,0.0,1.0,NOT_AGAINST
AlexMaggs4,0.0,0.0,1.0,NOT_AGAINST
Dianeleith1,0.0,0.0,1.0,NOT_AGAINST
howdidwegethe15,0.0,0.0,1.0,NOT_AGAINST
wgmicrypto,0.0,0.0,2.0,NOT_AGAINST
Michael26528654,0.0,0.0,1.0,NOT_AGAINST
JeanRochford,1.0,0.0,0.0,AGAINST
JHinkley24,0.0,0.0,1.0,NOT_AGAINST
brian_coyle,0.0,0.0,1.0,NOT_AGAINST
quattrobrook,1.0,0.0,0.0,AGAINST
kevinsm17554523,1.0,0.0,0.0,AGAINST
ShinNagawa,0.0,0.0,1.0,NOT_AGAINST
lennymr2,1.0,0.0,0.0,AGAINST
racco726,0.0,0.0,1.0,NOT_AGAINST
CAHowson,0.0,0.0,1.0,NOT_AGAINST
DentTom666,0.0,0.0,1.0,NOT_AGAINST
LongfordSaferSt,0.0,0.0,1.0,NOT_AGAINST
flowmogogo,0.0,0.0,1.0,NOT_AGAINST
BackupStar,0.0,0.0,1.0,NOT_AGAINST
cassiogunner,1.0,0.0,0.0,AGAINST
BunnyRoxas,0.0,0.0,1.0,NOT_AGAINST
burnedprof,0.0,0.0,1.0,NOT_AGAINST
FrutiMint,0.0,0.0,1.0,NOT_AGAINST
Slash_Zone_Sfw,0.0,0.0,1.0,NOT_AGAINST
TipTopTipster,0.0,0.0,1.0,NOT_AGAINST
neighbour_kx,0.0,0.0,1.0,NOT_AGAINST
Roquefort000,0.0,0.0,1.0,NOT_AGAINST
OEndzone,0.0,0.0,1.0,NOT_AGAINST
Sixsilver_,0.0,0.0,1.0,NOT_AGAINST
misspuffinsea,0.0,0.0,1.0,NOT_AGAINST
smilingdragon76,0.0,0.0,1.0,NOT_AGAINST
hartsfleurs,0.0,0.0,1.0,NOT_AGAINST
UTPHTTU,1.0,0.0,0.0,AGAINST
AlwxBenedetto,0.0,0.0,1.0,NOT_AGAINST
HassSamm,0.0,0.0,1.0,NOT_AGAINST
t_deleay,0.0,0.0,1.0,NOT_AGAINST
Cornpop131,0.0,0.0,1.0,NOT_AGAINST
Rophal_Lamo,0.0,0.0,1.0,NOT_AGAINST
StreetTripleMat,0.0,0.0,1.0,NOT_AGAINST
Tazzat340,0.0,0.0,1.0,NOT_AGAINST
cockneycampaign,0.0,0.0,2.0,NOT_AGAINST
GRAHAMMOORE11,0.0,0.0,1.0,NOT_AGAINST
BrexitLalaland,0.0,0.0,1.0,NOT_AGAINST
mattprescott,0.0,0.0,1.0,NOT_AGAINST
lynnettelorrain,1.0,0.0,0.0,AGAINST
marigold33333J,0.0,0.0,1.0,NOT_AGAINST
JordanNathan18,0.0,0.0,1.0,NOT_AGAINST
UKInvestments1,2.0,0.0,1.0,AGAINST
DixonofDockGrn,1.0,0.0,0.0,AGAINST
JamesBrown95,0.0,0.0,1.0,NOT_AGAINST
StablePleb,1.0,0.0,0.0,AGAINST
HeroicMGT123,1.0,0.0,0.0,AGAINST
Bailando_mundo,0.0,0.0,1.0,NOT_AGAINST
